,type,title,director,cast,country,date_added,release_year,rating,duration,categories
9004,Movie,One Step From Me,Jose Mario Salas Boza,"Johanna Solano, Esteban Hidalgo, Gustavo Rojas",Unavailable,2021-09-29,2021,16+,113 min,"Comedy, Drama"
9005,TV Show,One Lane Bridge,Unavailable,"Joel Tobeck, Alison Bruce, Aidee Walker",Unavailable,2021-09-29,2020,NR,1 Season,Drama
9006,TV Show,NOVA: The Planets,Unavailable,Zachary Quinto,Unavailable,2021-09-29,2019,TV-PG,1 Season,"Documentary, Special Interest"
9007,TV Show,Murders in Vienna,Unavailable,"Harald Krassnitzer, Rafael Haider, Aglaia Szyszkowitz, Thomas Stipsits",Unavailable,2021-09-29,2016,13+,1 Season,"Action, Drama, Suspense"
9008,Movie,McCanick,Josh C. Waller,"Cory Monteith, David Morse, Mike Vogel, Rachel Nichols",Unavailable,2021-09-29,2014,R,96 min,"Action, Drama"
9009,Movie,Martha of the North,Marquise Lepage,Unavailable,Unavailable,2021-09-29,2009,13+,83 min,Documentary
9010,TV Show,Manhunt,Unavailable,"Martin Clunes, Katie Lyons, Claudie Blakley, Stephen Wight",Unavailable,2021-09-29,2019,TV-NR,1 Season,TV Shows
9011,Movie,Life on the Rocks,"Joanna Bowzer, Tim Gagliardo, Barry Pollack, Tim Russ, Shae-Lee Shakleford","Bonnie Bedelia, Ray Wise, Elester Latham, Ally Iseman, Jessica Lynn Parsons",Unavailable,2021-09-29,2021,18+,93 min,"Comedy, Drama"
9012,Movie,Let Me Be Frank,Ryan Silva,"Freddy Andreiuci, Ryan Silva, Lora Lee, Lara Ingraham, Michael Casey, Jared Scott",Unavailable,2021-09-29,2021,16+,83 min,"Comedy, Drama"
9013,Movie,LEGO Monkie Kid: A Hero Is Born,Sarah Harper,"Jack De Sena, Dave B. Mitchell, Stephanie Sheh, David Chen, Sean Schemmel, Patrick Seitz",Unavailable,2021-09-29,2021,7+,45 min,"Action, Animation, Kids"
9014,TV Show,Last Frontier,Unavailable,"Lon Chaney jr, Dorothy Gulliver",Unavailable,2021-09-29,1932,TV-NR,1 Season,"Special Interest, Western"
9015,TV Show,Killer Kids,Unavailable,Unavailable,Unavailable,2021-09-29,2013,TV-14,1 Season,"Documentary, Special Interest"
9016,Movie,JJ Barrows: Doodle All Day,Aaron Stephenson,JJ Barrows,Unavailable,2021-09-29,2019,7+,33 min,"Arts, Entertainment, and Culture, Comedy, Special Interest"
9017,Movie,Jeff Allen: I Can Laugh About it Now,Isaac Halasima,Jeff Allen,Unavailable,2021-09-29,2019,7+,42 min,"Arts, Entertainment, and Culture, Comedy, Special Interest"
9018,TV Show,Hightown,Unavailable,"James Badge Dale, Monica Raymund, Riley Voelkel, Shane Harper, Atkins Estimond, Amaury Nolasco, Dohn Norwood",Unavailable,2021-09-29,2020,TV-MA,1 Season,"Drama, LGBTQ, Suspense"
9019,Movie,Halloween Heroes,Bobby Lacer,"Bobby Lacer, James Dickey, Eileen Lacer, Brayden Lacer",Unavailable,2021-09-29,2021,7+,77 min,"Comedy, Kids"
9020,Movie,Finding Dawn,Christine Welsh,Unavailable,Unavailable,2021-09-29,2006,13+,74 min,Documentary
9021,Movie,Eddie Izzard: Dress To Circle,Eddie Izzard,Eddie Izzard,Unavailable,2021-09-29,2002,18+,56 min,"Arts, Entertainment, and Culture, Comedy, Special Interest"
9022,TV Show,Couple of Mirrors,Unavailable,"Zhang Nan, Annie Sun, Prince Liu, Vincent He, Huang Xin Yao, David Chou",Unavailable,2021-09-29,2021,13+,1 Season,Romance
9023,TV Show,Cities of the Underworld,Unavailable,Unavailable,Unavailable,2021-09-29,2008,TV-PG,1 Season,"Documentary, Special Interest"
9024,Movie,Chinese Speaking Vampires,Randy Kent,"Davy Williams, Chris Cleveland, Crystal Huang, Jerimiyah Dunbar, June Lee, Raven Armando Astone",Unavailable,2021-09-29,2021,18+,81 min,"Action, Horror"
9025,Movie,Cerebrum,Arvi,"James Russo, Alexxis Lemire, Christian James, Anirudh Pisharody",Unavailable,2021-09-29,2021,16+,121 min,"Science Fiction, Suspense"
9026,Movie,BoBoiBoy: Elemental Heroes,Nizam Razak,"Nur Fathiah Diaz, Nizam Razak, Ieesya Isandra, Anas Abdul Aziz, Nur Sarah Alisya, Yap Ee Jean",Unavailable,2021-09-29,2021,7+,116 min,"Action, Animation, Kids"
9027,Movie,Blunderpuss,Shaina Feinberg,"Chris Manley, Jeff Seal, Drae Campbell, Karolena Theresa, Mona Chalabi, Danny Manley, Norah Manley, Meg Anderson",Unavailable,2021-09-29,2021,16+,74 min,Comedy
9028,Movie,Blue Call,Brian Farmer,"Katie Leclerc, Jonathan Bennett, Jack McGee, Andrea Sixtos, William Belli, Shelby Wulfurt",Unavailable,2021-09-29,2021,18+,81 min,"Horror, Suspense"
9029,Movie,Blind Ghost,Stuart Paul,"Alix Villaret, Tim Dax, Lindsey Sirera, Casey Graf, Jeremiah Benjamin",Unavailable,2021-09-29,2021,18+,92 min,Horror
9030,Movie,Bicycle Kick,Sumit Das,"Ritwik Chakraborty, Ridhima Ghosh, Sourav Banerjee, Soumitra Chatterjee",Unavailable,2021-09-29,2013,13+,109 min,Drama
9031,TV Show,Beau Séjour,Unavailable,"Lynn Van Royen, Inge Paulussen, Katrin Lohmann, Joren Seldeslachts",Unavailable,2021-09-29,2017,TV-MA,1 Season,Suspense
9032,Movie,Battered,Lewis Leslie,"Mia Paris, Carly Jones, Luke Banham, Laura Lee, Charles A. Baird, Spencer Kane, Marc Bilker, Bianca Conner, Jim LeVasseur, Helen Wilson, Stacy Firkus, Molly Monroe, T. Patrick Quinn",Unavailable,2021-09-29,2021,18+,44 min,"Action, Horror, Suspense"
9033,Movie,American Masters: Raul Julia: The World's a Stage,Ben DeJesus,"Anjelica Huston, Edward James Olmos, Rita Moreno, James Earl Jones, Sonia Braga, Rubén Blades, Esai Morales, John Leguizamo, Jimmy Smits, Andy Garcia",Unavailable,2021-09-29,2019,NR,84 min,Documentary
9034,Movie,All Creatures Here Below,Collin Schiffli,"Karen Gillan, David Dastmalchian, Jennifer Morrison, David Koechner, Richard Cabral",Unavailable,2021-09-29,2019,16+,91 min,"Drama, Suspense"
9035,TV Show,Alf: The Animated Series,Unavailable,"Len Carlson, Rob Cowan, Paul Fusco, Dan Hennessey",Unavailable,2021-09-30,1988,TV-Y,1 Season,"Animation, Kids"
9036,Movie,Adrift in Soho,Pablo Behrens,"Caitlin Harris, Chris Wellington, Emily Seale-Jones, Lauren Harris, Owen Drake",Unavailable,2021-09-30,2020,NR,108 min,Drama
9037,Movie,Adam and Evelyn,"Andreas Goldstein, Jakobine Motz","Anne Kanis, Florian Teichtmeister, Lena Lauzemis",Unavailable,2021-09-30,2018,18+,96 min,"Comedy, Drama, Romance"
9038,Movie,Acting Out,Carl Gurevich,"Victoria Corsaut, Michael Gaunt",Unavailable,2021-09-30,1980,18+,84 min,Drama
9039,TV Show,13 Ghosts of Scooby-Doo!,Unavailable,"Don Messick, Casey Kasem, Heather North, Susan Blu, Vincent Price, Arte Johnson, Howard J. Morris",Unavailable,2021-09-30,1985,TV-NR,1 Season,"Comedy, Horror, Kids"
9040,Movie,Write to Kill,Ruben Preuss,"Scott Valentine, Joan Severance, Chris Mulkey",Unavailable,2021-09-30,1991,R,100 min,"Drama, Suspense"
9041,Movie,Windcroft,Evan Meszaros,"Joe Ryan, Vanessa Daniels, Monica Knight, Ray Wasik, Amanda Renee Knox",United States,2021-09-30,2007,18+,94 min,"Drama, Horror, Suspense"
9042,Movie,What Makes a Family,Maggie Greenwald,"Brooke Shields, Cherry Jones, Anne Meara",Unavailable,2021-09-30,2001,13+,91 min,Drama
9043,Movie,What Is My Name,Nigina Sayfullaeva,"Konstantin Lavronenko, Alexandra Bortich, Marina Vasilieva, Kirill Kaganovich",Unavailable,2021-09-30,2021,16+,86 min,Drama
9044,Movie,Viyabari,Shakti Chidambaram,"S. J. Surya, Tamannaah, Namitha, Vadivelu, Santhanam",Unavailable,2021-09-30,2007,18+,163 min,"Comedy, Drama"
9045,Movie,Vivaramana Aalu,K. Selva Bharathy,"Sathyaraj, Devayani, Mumtaj, Vivek",Unavailable,2021-09-30,2002,ALL,153 min,"Comedy, Drama"
9046,TV Show,Vir the robot boy,Unavailable,Vir,Unavailable,2021-09-30,2012,7+,1 Season,"Action, Animation, Kids"
9047,Movie,Uptown Girls,Boaz Yakin,"Brittany Murphy, Dakota Fanning, Donald Faison, Heather Locklear, Marley Shelton",Unavailable,2021-09-30,2003,PG-13,92 min,Comedy
9048,Movie,Untamed Heart,Tony Bill,"Christian Slater, Marisa Tomei, Rosie Perez, Kyle Secor, Willie Garson, James Cada, Gary Groomes",Unavailable,2021-09-30,1993,PG-13,102 min,"Comedy, Drama, Romance"
9049,Movie,Unsurety,Devon Bray,"Kandace Burnett, Deonde Crawford, Janeshia Wilson, Kejuan Moses, Thomas Hanks",Unavailable,2021-09-30,2021,18+,105 min,"Comedy, Romance"
9050,Movie,Universal Soldier,Roland Emmerich,"Jean-Claude Van Damme, Dolph Lundgren, Ed O'Ross, Ally Walker, Jerry Orbach",Unavailable,2021-09-30,1992,R,104 min,"Action, Science Fiction"
9051,Movie,Tuck Jagadish (Tamil),Shiva Nirvana,"Nani, Ritu Varma, Aishwarya Rajesh, Jagapathi Babu, Daniel Balaji, Nasser, Parvathi T, Rohini, Rao Ramesh, Naresh",Unavailable,2021-09-30,2021,13+,145 min,"Drama, Kids"
9052,Movie,Troll,John Beuchler,"Michael Moriarty, Julia Louis-Dreyfus, Noah Hathaway, Sonny Bono, Shelley Hack, Jenny Beck, Phil Fondacaro, Gary Sandy, Anne Lockhart",Unavailable,2021-09-30,1986,PG-13,83 min,Horror
9053,Movie,Topkapi,Jules Dassin,"Melina Mercouri, Peter Ustinov, Maximilian Schell, Robert Morley, Jess Hahn, Gilles Ségal",Unavailable,2021-09-30,1964,7+,120 min,Action
9054,Movie,Things You Can Tell Just By Looking At Her,Rodrigo Garcia,"Glenn Close, Cameron Diaz, Calista Flockhart, Kathy Baker, Amy Brenneman, Valeria Golino, Holly Hunter",Unavailable,2021-09-30,2001,PG-13,109 min,Drama
9055,Movie,The Whereabouts of Jenny,Gene Reynolds,"Ed O'Neill, Debrah Farentino, Eve Gordon, David Graf",Unavailable,2021-09-30,1991,13+,95 min,"Drama, Kids"
9056,TV Show,The Village,Unavailable,"Rupert Evans, Emily Beecham, Maxine Peake, Juliet Stevenson",Unavailable,2021-09-30,2014,TV-14,2 Seasons,Drama
9057,Movie,The Thing (2011),Matthijs van Heijningen,"Mary Elizabeth Winstead, Joel Edgerton, Adewale Akinnuoye-Agbaje, Ulrich Thomsen, Eric Christian Olsen, Trond Espen Seim",Unavailable,2021-09-30,2011,R,103 min,"Action, Adventure, Horror"
9058,Movie,The Squid And The Whale,Noah Baumbach,"Jesse Eisenberg, Laura Linney, Jeff Daniels",Unavailable,2021-09-30,2005,R,81 min,Drama
9059,Movie,The Sneak Over,Brandon Bergin,"Reed Taylor, Will Hyde, Max Purget, Michael Hodges, Katie Burgess, Connie Franklin, Cassie Self, Brian Shoop",Unavailable,2021-09-30,2021,7+,84 min,"Action, Comedy, Kids"
9060,Movie,The Rookies,Alan Yuen,"Talu Wang, Milla Jovovich, Sandrine Pinna, David Lee McInnis",Unavailable,2021-09-30,2019,16+,113 min,Action
9061,Movie,The Rage: Carrie 2,Katt Shea,"Amy Irving, Dylan Bruno, Emily Bergl, J. Smith-Cameron, Jason London",Unavailable,2021-09-30,1999,R,105 min,"Fantasy, Horror, Science Fiction"
9062,Movie,The Pudgie Movie,Ameir White,"Designer, Ameir White",Unavailable,2021-09-30,2020,18+,41 min,Comedy
9063,Movie,The Outer Darkness,"Anthony Melton, Ben Franklin","David Blood, Anita Booth, Isla Carter, Anthony Edridge",Unavailable,2021-09-30,2019,16+,22 min,Horror
9064,Movie,The Organization,Don Medford,"Sidney Poitier, Barbara McNair, Gerald S. O'Loughlin, Sheree North, Fred Beir, Allen Garfield, Bernie Hamilton, Graham Jarvis, Raul Julia",Unavailable,2021-09-30,1971,PG-13,108 min,"Action, Drama"
9065,Movie,The Midnight After,Fruit Chan,"Simon Yam, Tien You Chui",Unavailable,2021-09-30,2014,16+,121 min,"Action, Drama, Horror"
9066,Movie,The Michelle Apartments,John Pozer,"Henry Czerny, Mary Elizabeth Rubens, Daniel Kash",Unavailable,2021-09-30,1995,16+,92 min,"Comedy, Suspense"
9067,Movie,The Life Aquatic with Steve Zissou,Wes Anderson,"Bill Murray, Owen Wilson, Cate Blanchett, Anjelica Huston, Willen Dafoe, Jeff Goldblum, Michael Gambon, Bud Cort",Unavailable,2021-09-30,2004,R,119 min,"Action, Adventure, Comedy"
9068,Movie,The Joyriders,Bradley Battersby,"Martin Landau, Kris Kristofferson, Shawn Hatosy, Elisabeth Moss",Unavailable,2021-09-30,1999,PG-13,101 min,"Drama, Suspense"
9069,Movie,The Grudge 2,Takashi Shimizu,"Amber Tamblyn, Arielle Kebbel, Jennifer Beals, Edison Chen, Sarah Roemer, Sarah Michelle Gellar","United States, Japan",2021-09-30,2006,PG-13,102 min,Horror
9070,Movie,The Great Train Robbery,Michael Crichton,"Sean Connery, Donald Sutherland, Lesley-Anne Down",Unavailable,2021-09-30,1979,PG,111 min,"Action, Adventure, Western"
9071,Movie,The Great Hypnotist,Leste Chan,"Jing Hu, Zhong Lu, Karen Mok",Unavailable,2021-09-30,2014,16+,102 min,"Action, Drama, Suspense"
9072,Movie,The Graduate,Mike Nichols,"Dustin Hoffman, Anne Bancroft, Katharine Ross, Norman Fell, William Daniels, Murray Hamilton, Elizabeth Wilson, Brian Avery, Walter Brooke",Unavailable,2021-09-30,1967,PG,106 min,"Comedy, Drama"
9073,Movie,The Forest Killer,Wolfgang Murnberger,"Miriam Stein, Hary Prinz, Thomas Stipsits, August Schmölzer",Unavailable,2021-09-30,2014,13+,90 min,"Drama, Suspense"
9074,TV Show,The Dream Motel,Unavailable,"Jeff Armstrong, Kelly Bartram, Shane A. Doyle, Jeff Rose, Allen Hogan, Carey Jones",Unavailable,2021-09-30,2019,7+,1 Season,"Drama, Faith and Spirituality"
9075,Movie,The Crocodile Hunter: Collision Course,John Stainton,"Steve Irwin, Magda Szubanski, David Wenham, Terri Irwin",Unavailable,2021-09-30,2002,PG,89 min,Action
9076,Movie,The Comedy of Terrors,Jacques Tourneur,"Vincent Price, Peter Lorre, Boris Karloff, Joyce Jameson, Joe E. Brown, Basil Rathbone",Unavailable,2021-09-30,1964,7+,83 min,Horror
9077,Movie,The Burning Bed,Robert Greenwald,"Farrah Fawcett, Paul Le Mat, Richard Masur, Grace Zabriskie, Penelope Milford, James Callahan",Unavailable,2021-09-30,1984,13+,96 min,Drama
9078,Movie,The Brain (1988),Ed Hunt,"Tom Bresnahan, Cynthia Preston, David Gale",Unavailable,2021-09-30,1988,R,91 min,Horror
9079,Movie,The Boat,Winston Azzopardi,Joe Azzopardi,Unavailable,2021-09-30,2019,13+,89 min,"Horror, Suspense"
9080,TV Show,The Best of I Love Lucy,Unavailable,Unavailable,Unavailable,2021-09-30,1954,TV-PG,2 Seasons,"Comedy, Kids"
9081,Movie,The Best Exotic Marigold Hotel,John Madden,"Tom Wilkinson, Bill Nighy",Unavailable,2021-09-30,2012,PG-13,124 min,"Comedy, Drama, Romance"
9082,Movie,The Bad News Bears (1976),Michael Ritchie,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten",Unavailable,2021-09-30,2021,NR,102 min,Comedy
9083,TV Show,The Alchemists,Unavailable,"Grant Show, Ruth Gemmell, Edward Hardwicke",Unavailable,2021-09-30,1999,TV-14,1 Season,"Drama, Suspense"
9084,Movie,That Day We Sang,Victoria Wood,"Michael Ball, Imelda Staunton",Unavailable,2021-09-30,2014,13+,89 min,"Arts, Entertainment, and Culture, Drama, Romance"
9085,Movie,Terror in a Texas Town,Joseph H. Lewis,"Sterling Hayden, Carol Kelly",Unavailable,2021-09-30,1958,7+,81 min,Western
9086,Movie,Ten Minutes to Midnight,Erik Bloomquist,"Caroline Williams, Nicole Kang, Nicholas Tucci, William Youmans, Adam Weppler, Alice Kremelberg, Greg Balla",Unavailable,2021-09-30,2021,18+,73 min,Horror
9087,Movie,Taller Than The Trees,Dean Tucker,"S. Joshua Costantini, Quinn Costantini, Cricket Costantini, Loren Costantini, Dean Tucker, Monica Costantini, Calder Costantini, Mona Costantini, Jason Costantini",Unavailable,2021-09-30,2021,16+,89 min,"Action, Drama, Suspense"
9088,Movie,Taken,Pierre Morel,"Liam Neeson, Famke Janssen, Leland Orser, Radivoje Bukvic, Mathieu Busson, Holly Valance, Katie Cassidy, Xander Berkeley, Nicolas Giraud, Maggie Grace, Jon Gries, Michael Mandaville, Luc Besson, Robert Mark Kamen, Christophe Kourotchkine, Valentin Kalaj, Nabil Massad, Jalil Naciri, Edwin Kruger, Olivier Rabourdin, Anca Radici, Christy Reese, Nathan Rippy, Opender Singh, Helena Soubeyrand, Tommy Spahija, Anatole Taubman, Bertrand Treuil, George Hertzberg, David Warshofsky, Ivette Gonzalez, Gerard Watkins, Don Abernathy, Pierre Morel, Didier Hoarau, Franck Lebreton",Unavailable,2021-09-30,2009,PG-13,91 min,"Action, Drama"
9089,Movie,Swimming for Gold,Hayley MacFarlane,"Peyton List, Daniel Needs",Unavailable,2021-09-30,2020,UNRATED,91 min,"Comedy, Kids"
9090,Movie,Summer Rebels,Martina Saková,"Eliáš Vyskocil, Pavel Nový, Liana Pavlíková",Unavailable,2021-09-30,2021,13+,92 min,"Action, Comedy, Kids"
9091,Movie,Sugar Hill,Paul Maslansky,"Marki Bey, Don Pedro Colley, Robert Quarry, Zara Cully, Charles Robinson, Betty Anne Rees, Richard Lawson",Unavailable,2021-09-30,1974,PG,91 min,Horror
9092,Movie,Sudden Terror: The Hijacking of Schoolbus 17,Paul Schneider,"Maria Conchita Alonso, Marcy Walker, Michael Paul Chan",Unavailable,2021-09-30,1996,16+,92 min,Drama
9093,Movie,Stormy Weathers,Will MacKenzie,"Cybill Shepherd, Robert Beltran, Charlie Schlatter",Unavailable,2021-09-30,1992,16+,92 min,Action
9094,Movie,Still of the Night,Robert Benton,"Roy Scheider, Meryl Streep, Jessica Tandy, Irving Metzmen, Joe Grifasi",Unavailable,2021-09-30,1982,PG,91 min,Drama
9095,TV Show,Steve and Maggie - Magical Maggie Madness,Unavailable,"Steve, Maggie",Unavailable,2021-09-30,2021,ALL,1 Season,"Animation, Kids"
9096,Movie,Stargate,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, John Diehl","United States, France",2021-09-30,1994,PG-13,121 min,"Science Fiction, Suspense"
9097,Movie,Starblack,Giovanni Grimaldi,"Robert Woods, Elga Andersen",Unavailable,2021-09-30,1966,13+,93 min,Western
9098,Movie,Squirm,Jeff Lieberman,"Don Scardino, Fran Higgins, Jean Sullivan, Patricia Pearcy, Peter MacLean, R.A. Dow",Unavailable,2021-09-30,1976,PG,93 min,Horror
9099,Movie,Snow,Hakan Sahin,"Lambert Loeffen, Sonny Bakic, Catherine Mazer",Unavailable,2021-09-30,2006,13+,68 min,Drama
9100,Movie,Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,"Brian Patrick Clarke, Valerie Hartman, Pamela Springsteen, Tony Higgins, Renee Estevez, Walter Gotell",Unavailable,2021-09-30,1988,R,80 min,Horror
9101,Movie,Sign of the Gladiator,Guido Brignone,"Anita Ekberg, Georges Marchal, Folco Lulli",Unavailable,2021-09-30,1959,16+,94 min,"Action, Drama"
9102,Movie,Shots Fired,Unavailable,"Black Jack Johnson, Will Cummings III, Carmelo Giangrande, Jay Davis",Unavailable,2021-09-30,2015,18+,124 min,Action
9103,Movie,She Never Died,Audrey Cummings,"Olunike Adeliyi, Peter MacNeill, Kiana Madeira, Noah Dalton Danby",Unavailable,2021-09-30,2020,18+,89 min,"Action, Comedy, Drama"
9104,TV Show,Secret of the Sword,Unavailable,Dany Yi,Unavailable,2021-09-30,1991,13+,1 Season,Action
9105,Movie,Sea Ghost,Jim Wynorski,"William Warlock, Michael Rogers, Warren Christie, Catherine Lough Haggquist, Kurt Max Runte, Peter Graham-Gaudreau",Unavailable,2021-09-30,2004,16+,94 min,"Action, Horror, Science Fiction"
9106,Movie,Scream and Scream Again,Gordon Hessler,"Vincent Price, Christopher Lee, Peter Cushing, Alfred Marks, Christopher Matthews, Judy Huxtable, Michael Gothard, Anthony Newlands",Unavailable,2021-09-30,1970,PG-13,95 min,Horror
9107,Movie,Scorpio,Michael Winner,"Burt Lancaster, Alain Delon, Paul Scofield, John Colicos, Gayle Hunnicutt, J.D. Cannon, Joanne Linville",Unavailable,2021-09-30,1973,PG,115 min,"Action, Drama"
9108,Movie,Scarecrows,William Wesley,"David James Campbell, Michael Simms, Mike Balog, Richard Vidan, Ted Vernon",Unavailable,2021-09-30,1988,R,83 min,Horror
9109,Movie,Saving Mr. Wu,Sheng Ding,"Andy Lau, Ye Liu",Unavailable,2021-09-30,2015,18+,106 min,"Action, Suspense"
9110,Movie,Salvador,Oliver Stone,"James Woods, Jim Belushi, Michael Murphy, John Savage, Elpidia Carrillo, Tony Plana, Colby Chester, Cynthia Gibb",Unavailable,2021-09-30,1986,R,123 min,Drama
9111,Movie,Saginaw Trail,George Archainbaud,"Gene Autry, Champion, Connie Marshall",Unavailable,2021-09-30,1953,13+,56 min,Western
9112,Movie,Rugrats Go Wild,"John Eng, Norton Virgien","Elizabeth Daily, Nancy Cartwright, Kath Soucie, Dionne Quan, Cheryl Chase, Tim Curry, Joe Alaskey, Tress MacNeille, Michael Bell, Melanie Chartoff, Julia Kato, Phil Proctor, Jack Riley, Tara Strong, Cree Summer, Danielle Harris, Jodi Carlisle, Lacey Chabert, Flea, Tom Kane, Bruce Willis, Tony Jay, Ethan Phillips, Chrissie Hynde, Gabriela Willer",Unavailable,2021-09-30,2003,PG,81 min,Animation
9113,Movie,Rolling Thunder,"P. J. Pesce, Ralph Hemecker","William Devane, Tommy Lee Jones, Linda Haynes, James Best",Unavailable,2021-09-30,1996,18+,90 min,"Action, Comedy, Drama"
9114,Movie,Rival,Marcus Lenz,"Yelizar Nazarenko, Maria Bruni, Udo Samel",Unavailable,2021-09-30,2020,18+,92 min,"Drama, Suspense"
9115,Movie,Resident Evil: Retribution (4K UHD),Paul W.S. Anderson,"Ave Merson-O'Brian, Milla Jovovich, Michelle Rodriguez, Sally Cahill, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing","Germany, Canada, United States, France, United Kingdom",2021-09-30,2012,R,96 min,"Action, Horror, Science Fiction"
9116,Movie,Resident Evil: Retribution,Paul W.S. Anderson,"Ave Merson-O'Brian, Milla Jovovich, Michelle Rodriguez, Sally Cahill, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing","Germany, Canada, United States, France, United Kingdom",2021-09-30,2012,R,96 min,"Action, Science Fiction"
9117,Movie,Ratter,Branden Kramer,"Ashley Benson, Matt McGorry, Kaili Vernoff",Unavailable,2021-09-30,2016,R,80 min,"Drama, Suspense"
9118,Movie,Raising Arizona,"Joel Coen,  Ethan Coen","Nicolas Cage, Holly Hunter, Trey Wilson",Unavailable,2021-09-30,1987,PG-13,94 min,Comedy
9119,Movie,Pumpkin,"Adam Larson Broder, Tony R. Abrams","Christina Ricci, Hank Harris, Brenda Blethyn, Dominique Swain, Marisa Coughlan, Sam Ball, Harry Lennix, Nina Foch",Unavailable,2021-09-30,2002,R,118 min,"Comedy, Drama"
9120,Movie,Prisoners of the Sun,Roger Christian,"John Rhys-Davies, David Charvet, Carmen Chaplin",Unavailable,2021-09-30,2014,16+,88 min,"Action, Horror"
